Year,Period,Area,Adjusted,Preliminary,Labor Force,Employment,Unemployment,Unemployment Rate
"2009","Jun","Yolo County","Not Adj","Not Prelim","98,200","87,900","10,400","10.5"
"2009","Jul","Yolo County","Not Adj","Not Prelim","98,700","88,000","10,700","10.8"
"2009","Aug","Yolo County","Not Adj","Not Prelim","97,600","87,500","10,100","10.4"
"2009","Sep","Yolo County","Not Adj","Not Prelim","97,100","86,900","10,300","10.6"
"2009","Oct","Yolo County","Not Adj","Not Prelim","98,200","86,900","11,400","11.6"
"2009","Nov","Yolo County","Not Adj","Not Prelim","98,900","87,000","12,000","12.1"
"2009","Dec","Yolo County","Not Adj","Not Prelim","99,500","86,500","12,900","13.0"
"2017","Annual","Yuba County","Not Adj","Not Prelim","28,800","26,600","2,100","7.4"
"2017","Jan","Yuba County","Not Adj","Not Prelim","28,800","26,100","2,700","9.4"
"2017","Feb","Yuba County","Not Adj","Not Prelim","28,700","26,000","2,700","9.5"
"2017","Mar","Yuba County","Not Adj","Not Prelim","29,000","26,500","2,500","8.6"
"2017","Apr","Yuba County","Not Adj","Not Prelim","28,800","26,500","2,300","7.8"
"2017","May","Yuba County","Not Adj","Not Prelim","28,700","26,700","2,000","6.9"
"2017","Jun","Yuba County","Not Adj","Not Prelim","28,900","26,900","2,100","7.1"
"2017","Jul","Yuba County","Not Adj","Not Prelim","28,700","26,600","2,100","7.4"
"2017","Aug","Yuba County","Not Adj","Not Prelim","28,900","26,900","2,000","7.0"
"2017","Sep","Yuba County","Not Adj","Not Prelim","29,000","27,200","1,800","6.2"
"2017","Oct","Yuba County","Not Adj","Not Prelim","28,700","27,000","1,700","6.0"
"2017","Nov","Yuba County","Not Adj","Not Prelim","28,600","26,800","1,800","6.3"
"2017","Dec","Yuba County","Not Adj","Not Prelim","28,500","26,600","1,900","6.7"
"2016","Annual","Yuba County","Not Adj","Not Prelim","28,200","25,700","2,400","8.6"
"2016","Jan","Yuba County","Not Adj","Not Prelim","27,900","25,100","2,800","10.1"
"2016","Feb","Yuba County","Not Adj","Not Prelim","28,100","25,400","2,700","9.7"
"2016","Mar","Yuba County","Not Adj","Not Prelim","28,300","25,500","2,800","10.0"
"2016","Apr","Yuba County","Not Adj","Not Prelim","27,900","25,400","2,400","8.7"
"2016","May","Yuba County","Not Adj","Not Prelim","27,900","25,700","2,200","7.8"
"2016","Jun","Yuba County","Not Adj","Not Prelim","28,400","26,000","2,400","8.5"
"2016","Jul","Yuba County","Not Adj","Not Prelim","28,300","25,900","2,400","8.5"
"2016","Aug","Yuba County","Not Adj","Not Prelim","28,500","26,200","2,300","7.9"
"2016","Sep","Yuba County","Not Adj","Not Prelim","28,600","26,400","2,200","7.7"
"2016","Oct","Yuba County","Not Adj","Not Prelim","28,200","26,100","2,200","7.7"
"2016","Nov","Yuba County","Not Adj","Not Prelim","28,100","25,800","2,200","7.9"
"2016","Dec","Yuba County","Not Adj","Not Prelim","28,000","25,500","2,500","8.8"
"2015","Annual","Yuba County","Not Adj","Not Prelim","27,700","25,200","2,600","9.3"
"2015","Jan","Yuba County","Not Adj","Not Prelim","27,500","24,400","3,100","11.3"
"2015","Feb","Yuba County","Not Adj","Not Prelim","27,500","24,500","3,000","10.9"
"2015","Mar","Yuba County","Not Adj","Not Prelim","27,700","24,800","2,900","10.5"
"2015","Apr","Yuba County","Not Adj","Not Prelim","27,500","24,900","2,600","9.5"
"2015","May","Yuba County","Not Adj","Not Prelim","27,800","25,300","2,500","9.1"
"2015","Jun","Yuba County","Not Adj","Not Prelim","27,900","25,300","2,600","9.3"
"2015","Jul","Yuba County","Not Adj","Not Prelim","27,900","25,300","2,600","9.2"
"2015","Aug","Yuba County","Not Adj","Not Prelim","28,200","25,800","2,300","8.3"
"2015","Sep","Yuba County","Not Adj","Not Prelim","27,800","25,600","2,200","7.8"
"2015","Oct","Yuba County","Not Adj","Not Prelim","27,800","25,600","2,200","7.9"
"2015","Nov","Yuba County","Not Adj","Not Prelim","27,700","25,300","2,400","8.7"
"2015","Dec","Yuba County","Not Adj","Not Prelim","27,700","25,200","2,500","9.1"
"2014","Annual","Yuba County","Not Adj","Not Prelim","27,900","24,800","3,100","11.2"
"2014","Jan","Yuba County","Not Adj","Not Prelim","28,000","24,300","3,700","13.1"
"2014","Feb","Yuba County","Not Adj","Not Prelim","28,200","24,500","3,800","13.3"
"2014","Mar","Yuba County","Not Adj","Not Prelim","28,400","24,600","3,700","13.2"
"2014","Apr","Yuba County","Not Adj","Not Prelim","28,000","24,700","3,300","11.7"
"2014","May","Yuba County","Not Adj","Not Prelim","27,900","25,000","3,000","10.7"
"2014","Jun","Yuba County","Not Adj","Not Prelim","28,100","25,000","3,100","11.0"
"2014","Jul","Yuba County","Not Adj","Not Prelim","27,700","24,600","3,100","11.3"
"2014","Aug","Yuba County","Not Adj","Not Prelim","28,100","25,100","2,900","10.4"
"2014","Sep","Yuba County","Not Adj","Not Prelim","27,700","25,100","2,700","9.6"
"2014","Oct","Yuba County","Not Adj","Not Prelim","27,700","25,000","2,600","9.5"
"2014","Nov","Yuba County","Not Adj","Not Prelim","27,600","24,800","2,800","10.1"
"2014","Dec","Yuba County","Not Adj","Not Prelim","27,400","24,500","2,800","10.4"
"2013","Annual","Yuba County","Not Adj","Not Prelim","28,300","24,500","3,700","13.2"
"2013","Jan","Yuba County","Not Adj","Not Prelim","28,800","24,300","4,500","15.6"
"2013","Feb","Yuba County","Not Adj","Not Prelim","28,700","24,400","4,300","15.0"
"2013","Mar","Yuba County","Not Adj","Not Prelim","28,700","24,500","4,100","14.4"
"2013","Apr","Yuba County","Not Adj","Not Prelim","28,300","24,500","3,800","13.4"
"2013","May","Yuba County","Not Adj","Not Prelim","28,100","24,500","3,600","12.7"
"2013","Jun","Yuba County","Not Adj","Not Prelim","28,400","24,600","3,800","13.4"
"2013","Jul","Yuba County","Not Adj","Not Prelim","28,100","24,400","3,700","13.2"
"2013","Aug","Yuba County","Not Adj","Not Prelim","28,200","24,800","3,500","12.3"
"2013","Sep","Yuba County","Not Adj","Not Prelim","28,000","24,700","3,300","11.9"
"2013","Oct","Yuba County","Not Adj","Not Prelim","28,000","24,700","3,300","11.8"
"2013","Nov","Yuba County","Not Adj","Not Prelim","27,900","24,600","3,400","12.0"
"2013","Dec","Yuba County","Not Adj","Not Prelim","27,800","24,400","3,400","12.1"
"2012","Annual","Yuba County","Not Adj","Not Prelim","28,800","24,400","4,400","15.4"
"2012","Jan","Yuba County","Not Adj","Not Prelim","29,000","24,000","5,000","17.2"
"2012","Feb","Yuba County","Not Adj","Not Prelim","28,900","23,900","5,000","17.4"
"2012","Mar","Yuba County","Not Adj","Not Prelim","29,200","24,200","5,000","17.0"
"2012","Apr","Yuba County","Not Adj","Not Prelim","28,700","24,100","4,600","16.1"
"2012","May","Yuba County","Not Adj","Not Prelim","28,800","24,400","4,400","15.3"
"2012","Jun","Yuba County","Not Adj","Not Prelim","29,500","25,000","4,600","15.4"
"2012","Jul","Yuba County","Not Adj","Not Prelim","28,700","24,200","4,600","15.9"
"2012","Aug","Yuba County","Not Adj","Not Prelim","28,600","24,400","4,200","14.7"
"2012","Sep","Yuba County","Not Adj","Not Prelim","28,600","24,700","3,900","13.6"
"2012","Oct","Yuba County","Not Adj","Not Prelim","28,900","24,900","3,900","13.6"
"2012","Nov","Yuba County","Not Adj","Not Prelim","28,500","24,600","3,900","13.6"
"2012","Dec","Yuba County","Not Adj","Not Prelim","28,500","24,300","4,200","14.7"
"2011","Annual","Yuba County","Not Adj","Not Prelim","28,900","24,000","4,900","17.0"
"2011","Jan","Yuba County","Not Adj","Not Prelim","29,100","23,500","5,600","19.1"
"2011","Feb","Yuba County","Not Adj","Not Prelim","29,100","23,600","5,400","18.7"
"2011","Mar","Yuba County","Not Adj","Not Prelim","29,000","23,700","5,400","18.5"
"2011","Apr","Yuba County","Not Adj","Not Prelim","28,700","23,700","5,000","17.5"
"2011","May","Yuba County","Not Adj","Not Prelim","28,700","24,000","4,700","16.5"
"2011","Jun","Yuba County","Not Adj","Not Prelim","29,200","24,200","4,900","16.9"
"2011","Jul","Yuba County","Not Adj","Not Prelim","28,500","23,600","4,900","17.3"
"2011","Aug","Yuba County","Not Adj","Not Prelim","29,300","24,500","4,700","16.2"
"2011","Sep","Yuba County","Not Adj","Not Prelim","29,200","24,600","4,500","15.5"
"2011","Oct","Yuba County","Not Adj","Not Prelim","29,100","24,600","4,500","15.4"
"2011","Nov","Yuba County","Not Adj","Not Prelim","28,800","24,300","4,500","15.7"
"2011","Dec","Yuba County","Not Adj","Not Prelim","28,800","24,100","4,700","16.3"
"2010","Annual","Yuba County","Not Adj","Not Prelim","29,100","23,900","5,200","17.8"
"2010","Jan","Yuba County","Not Adj","Not Prelim","29,000","23,500","5,400","18.7"
"2010","Feb","Yuba County","Not Adj","Not Prelim","29,300","23,700","5,600","19.1"
"2010","Mar","Yuba County","Not Adj","Not Prelim","29,200","23,600","5,600","19.1"
"2010","Apr","Yuba County","Not Adj","Not Prelim","29,100","23,900","5,200","17.7"
"2010","May","Yuba County","Not Adj","Not Prelim","29,100","24,100","5,000","17.2"
"2010","Jun","Yuba County","Not Adj","Not Prelim","29,200","24,200","5,100","17.4"
"2010","Jul","Yuba County","Not Adj","Not Prelim","28,900","23,700","5,200","18.0"
"2010","Aug","Yuba County","Not Adj","Not Prelim","29,200","24,300","4,900","16.9"
"2010","Sep","Yuba County","Not Adj","Not Prelim","28,900","24,100","4,800","16.5"
"2010","Oct","Yuba County","Not Adj","Not Prelim","28,900","24,200","4,800","16.5"
"2010","Nov","Yuba County","Not Adj","Not Prelim","29,100","24,000","5,100","17.6"
"2010","Dec","Yuba County","Not Adj","Not Prelim","28,800","23,500","5,300","18.4"
"2009","Annual","Yuba County","Not Adj","Not Prelim","28,300","23,600","4,800","16.8"
"2009","Jan","Yuba County","Not Adj","Not Prelim","28,000","23,200","4,800","17.0"
"2009","Feb","Yuba County","Not Adj","Not Prelim","28,100","23,200","5,000","17.6"
"2009","Mar","Yuba County","Not Adj","Not Prelim","28,200","23,200","5,000","17.7"
"2009","Apr","Yuba County","Not Adj","Not Prelim","28,100","23,500","4,600","16.3"
"2009","May","Yuba County","Not Adj","Not Prelim","28,500","24,100","4,400","15.5"
"2009","Jun","Yuba County","Not Adj","Not Prelim","28,600","23,800","4,800","16.7"
"2009","Jul","Yuba County","Not Adj","Not Prelim","29,300","24,400","4,900","16.9"
"2009","Aug","Yuba County","Not Adj","Not Prelim","29,500","24,600","4,800","16.4"
"2009","Sep","Yuba County","Not Adj","Not Prelim","28,600","23,800","4,800","16.7"
"2009","Oct","Yuba County","Not Adj","Not Prelim","28,100","23,500","4,600","16.5"
"2009","Nov","Yuba County","Not Adj","Not Prelim","27,900","23,200","4,700","16.9"
"2009","Dec","Yuba County","Not Adj","Not Prelim","27,400","22,400","4,900","17.9"
"2017","Annual","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,609,800","1,553,400","56,400","3.5"
"2017","Apr","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,477,200","1,428,000","49,200","0.0"
"2017","Jul","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,614,700","1,551,100","63,600","0.0"
"2017","Aug","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,582,600","1,510,700","71,900","0.0"
"2017","Oct","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,555,400","1,416,400","139,000","0.1"
"2017","Dec","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,612,400","1,545,300","67,200","0.0"
"2016","Annual","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,598,800","1,534,100","64,700","4.0"
"2016","Mar","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,527,700","1,452,000","75,700","0.0"
"2015","Annual","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,585,800","1,514,900","70,900","4.5"
"2014","Annual","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,569,000","1,482,900","86,100","5.5"
"2014","Jan","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,601,400","1,483,800","117,500","0.1"
"2014","Feb","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,610,500","1,552,900","57,600","0.0"
"2014","Sep","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,605,300","1,539,900","65,400","0.0"
"2014","Nov","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,572,800","1,460,200","112,600","0.1"
"2013","Annual","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,565,300","1,462,300","103,100","6.6"
"2013","Aug","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,619,400","1,568,600","50,800","0.0"
"2013","Oct","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,585,300","1,503,000","82,400","0.1"
"2013","Dec","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,540,200","1,400,300","139,900","0.1"
"2012","Annual","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,562,100","1,439,300","122,900","7.9"
"2012","Mar","Anaheim-Santa Ana-Irvine MD","Not Adj","Not Prelim","1,579,200","1,517,200","62,000","0.0"
