Year,Period,Area,Adjusted,Preliminary,Labor Force,Employment,Unemployment,Unemployment Rate
"2016","Nov","Merced MSA","Not Adj","Not Prelim","114,400","103,600","10,800","9.4"
"2016","Dec","Merced MSA","Not Adj","Not Prelim","112,900","100,500","12,500","11.1"
"2015","Annual","Merced MSA","Not Adj","Not Prelim","114,100","101,200","13,000","11.4"
"2015","Jan","Merced MSA","Not Adj","Not Prelim","113,400","97,300","16,100","14.2"
"2015","Feb","Merced MSA","Not Adj","Not Prelim","114,300","98,400","15,900","13.9"
"2015","Mar","Merced MSA","Not Adj","Not Prelim","114,100","98,700","15,400","13.5"
"2015","Apr","Merced MSA","Not Adj","Not Prelim","113,300","99,800","13,500","11.9"
"2015","May","Merced MSA","Not Adj","Not Prelim","114,200","101,300","12,900","11.3"
"2015","Jun","Merced MSA","Not Adj","Not Prelim","114,800","102,100","12,800","11.1"
"2015","Jul","Merced MSA","Not Adj","Not Prelim","112,000","99,800","12,200","10.9"
"2015","Aug","Merced MSA","Not Adj","Not Prelim","114,800","103,900","10,900","9.5"
"2015","Sep","Merced MSA","Not Adj","Not Prelim","116,600","106,700","9,800","8.4"
"2015","Oct","Merced MSA","Not Adj","Not Prelim","115,900","105,400","10,400","9.0"
"2015","Nov","Merced MSA","Not Adj","Not Prelim","113,500","101,000","12,500","11.0"
"2015","Dec","Merced MSA","Not Adj","Not Prelim","112,400","99,300","13,100","11.6"
"2014","Annual","Merced MSA","Not Adj","Not Prelim","114,300","99,700","14,700","12.8"
"2014","Jan","Merced MSA","Not Adj","Not Prelim","113,100","95,600","17,500","15.5"
"2014","Feb","Merced MSA","Not Adj","Not Prelim","114,800","96,900","17,900","15.6"
"2014","Mar","Merced MSA","Not Adj","Not Prelim","114,600","96,600","18,000","15.7"
"2014","Apr","Merced MSA","Not Adj","Not Prelim","113,800","98,300","15,400","13.6"
"2014","May","Merced MSA","Not Adj","Not Prelim","114,400","100,100","14,300","12.5"
"2014","Jun","Merced MSA","Not Adj","Not Prelim","115,600","101,400","14,100","12.2"
"2014","Jul","Merced MSA","Not Adj","Not Prelim","112,400","98,300","14,000","12.5"
"2014","Aug","Merced MSA","Not Adj","Not Prelim","113,800","100,800","12,900","11.4"
"2014","Sep","Merced MSA","Not Adj","Not Prelim","116,800","105,000","11,800","10.1"
"2014","Oct","Merced MSA","Not Adj","Not Prelim","116,100","104,300","11,900","10.2"
"2014","Nov","Merced MSA","Not Adj","Not Prelim","113,200","99,600","13,600","12.0"
"2014","Dec","Merced MSA","Not Adj","Not Prelim","113,300","98,700","14,500","12.8"
"2013","Annual","Merced MSA","Not Adj","Not Prelim","114,600","98,000","16,600","14.5"
"2013","Jan","Merced MSA","Not Adj","Not Prelim","115,200","94,700","20,500","17.8"
"2013","Feb","Merced MSA","Not Adj","Not Prelim","115,500","95,600","19,900","17.3"
"2013","Mar","Merced MSA","Not Adj","Not Prelim","114,100","94,900","19,200","16.8"
"2013","Apr","Merced MSA","Not Adj","Not Prelim","114,100","96,600","17,500","15.3"
"2013","May","Merced MSA","Not Adj","Not Prelim","114,500","98,400","16,100","14.0"
"2013","Jun","Merced MSA","Not Adj","Not Prelim","116,000","99,400","16,600","14.3"
"2013","Jul","Merced MSA","Not Adj","Not Prelim","112,800","96,800","16,000","14.2"
"2013","Aug","Merced MSA","Not Adj","Not Prelim","115,300","100,300","14,900","12.9"
"2013","Sep","Merced MSA","Not Adj","Not Prelim","116,800","103,000","13,800","11.8"
"2013","Oct","Merced MSA","Not Adj","Not Prelim","116,100","102,100","14,000","12.0"
"2013","Nov","Merced MSA","Not Adj","Not Prelim","112,700","97,500","15,200","13.5"
"2013","Dec","Merced MSA","Not Adj","Not Prelim","112,400","96,600","15,800","14.1"
"2012","Annual","Merced MSA","Not Adj","Not Prelim","115,000","96,200","18,800","16.3"
"2012","Jan","Merced MSA","Not Adj","Not Prelim","115,000","93,200","21,800","18.9"
"2012","Feb","Merced MSA","Not Adj","Not Prelim","115,000","92,900","22,100","19.3"
"2012","Mar","Merced MSA","Not Adj","Not Prelim","115,200","93,700","21,500","18.7"
"2012","Apr","Merced MSA","Not Adj","Not Prelim","113,400","93,600","19,900","17.5"
"2012","May","Merced MSA","Not Adj","Not Prelim","114,600","96,100","18,500","16.2"
"2012","Jun","Merced MSA","Not Adj","Not Prelim","114,900","95,800","19,100","16.6"
"2012","Jul","Merced MSA","Not Adj","Not Prelim","114,300","95,600","18,700","16.4"
"2012","Aug","Merced MSA","Not Adj","Not Prelim","115,500","98,200","17,300","15.0"
"2012","Sep","Merced MSA","Not Adj","Not Prelim","117,300","101,800","15,500","13.2"
"2012","Oct","Merced MSA","Not Adj","Not Prelim","117,500","101,600","15,900","13.5"
"2012","Nov","Merced MSA","Not Adj","Not Prelim","113,700","97,100","16,700","14.6"
"2012","Dec","Merced MSA","Not Adj","Not Prelim","113,800","95,400","18,400","16.2"
"2011","Annual","Merced MSA","Not Adj","Not Prelim","114,700","94,500","20,200","17.6"
"2011","Jan","Merced MSA","Not Adj","Not Prelim","113,700","90,500","23,100","20.3"
"2011","Feb","Merced MSA","Not Adj","Not Prelim","114,500","91,200","23,300","20.3"
"2011","Mar","Merced MSA","Not Adj","Not Prelim","114,200","91,400","22,800","20.0"
"2011","Apr","Merced MSA","Not Adj","Not Prelim","113,300","92,400","20,900","18.5"
"2011","May","Merced MSA","Not Adj","Not Prelim","113,600","94,100","19,500","17.1"
"2011","Jun","Merced MSA","Not Adj","Not Prelim","114,600","94,400","20,300","17.7"
"2011","Jul","Merced MSA","Not Adj","Not Prelim","112,500","92,700","19,900","17.7"
"2011","Aug","Merced MSA","Not Adj","Not Prelim","114,800","95,700","19,100","16.6"
"2011","Sep","Merced MSA","Not Adj","Not Prelim","118,000","100,300","17,800","15.1"
"2011","Oct","Merced MSA","Not Adj","Not Prelim","117,300","99,700","17,600","15.0"
"2011","Nov","Merced MSA","Not Adj","Not Prelim","115,000","96,600","18,400","16.0"
"2011","Dec","Merced MSA","Not Adj","Not Prelim","115,200","95,000","20,100","17.5"
"2010","Annual","Merced MSA","Not Adj","Not Prelim","113,600","93,200","20,400","18.0"
"2010","Jan","Merced MSA","Not Adj","Not Prelim","111,200","88,800","22,400","20.1"
"2010","Feb","Merced MSA","Not Adj","Not Prelim","112,700","89,300","23,400","20.7"
"2010","Mar","Merced MSA","Not Adj","Not Prelim","112,800","89,600","23,100","20.5"
"2010","Apr","Merced MSA","Not Adj","Not Prelim","113,200","92,300","20,900","18.5"
"2010","May","Merced MSA","Not Adj","Not Prelim","113,700","94,500","19,300","16.9"
"2010","Jun","Merced MSA","Not Adj","Not Prelim","114,200","94,400","19,700","17.3"
"2010","Jul","Merced MSA","Not Adj","Not Prelim","111,300","91,300","20,000","18.0"
"2010","Aug","Merced MSA","Not Adj","Not Prelim","115,500","96,600","18,900","16.4"
"2010","Sep","Merced MSA","Not Adj","Not Prelim","115,100","97,400","17,700","15.4"
"2010","Oct","Merced MSA","Not Adj","Not Prelim","114,900","97,200","17,700","15.4"
"2010","Nov","Merced MSA","Not Adj","Not Prelim","114,400","94,300","20,100","17.6"
"2010","Dec","Merced MSA","Not Adj","Not Prelim","113,900","92,600","21,300","18.7"
"2009","Annual","Merced MSA","Not Adj","Not Prelim","105,400","87,900","17,500","16.6"
"2009","Jan","Merced MSA","Not Adj","Not Prelim","103,700","85,300","18,400","17.7"
"2009","Feb","Merced MSA","Not Adj","Not Prelim","103,800","84,300","19,500","18.8"
"2009","Mar","Merced MSA","Not Adj","Not Prelim","103,600","84,200","19,500","18.8"
"2009","Apr","Merced MSA","Not Adj","Not Prelim","104,400","87,300","17,100","16.4"
"2009","May","Merced MSA","Not Adj","Not Prelim","105,000","88,700","16,200","15.5"
"2009","Jun","Merced MSA","Not Adj","Not Prelim","106,500","89,400","17,100","16.0"
"2009","Jul","Merced MSA","Not Adj","Not Prelim","104,600","87,600","17,000","16.2"
"2009","Aug","Merced MSA","Not Adj","Not Prelim","107,100","91,100","16,000","14.9"
"2009","Sep","Merced MSA","Not Adj","Not Prelim","108,200","92,800","15,400","14.2"
"2009","Oct","Merced MSA","Not Adj","Not Prelim","106,900","90,900","16,100","15.0"
"2009","Nov","Merced MSA","Not Adj","Not Prelim","105,500","87,400","18,100","17.1"
"2009","Dec","Merced MSA","Not Adj","Not Prelim","105,000","85,300","19,700","18.8"
"2017","Annual","Modesto MSA","Not Adj","Not Prelim","242,500","224,400","18,100","7.5"
"2017","Jan","Modesto MSA","Not Adj","Not Prelim","239,600","217,800","21,800","9.1"
"2017","Feb","Modesto MSA","Not Adj","Not Prelim","241,400","219,800","21,600","9.0"
"2017","Mar","Modesto MSA","Not Adj","Not Prelim","243,300","222,100","21,200","8.7"
"2017","Apr","Modesto MSA","Not Adj","Not Prelim","241,800","222,600","19,200","8.0"
"2017","May","Modesto MSA","Not Adj","Not Prelim","243,000","225,300","17,700","7.3"
"2017","Jun","Modesto MSA","Not Adj","Not Prelim","241,800","223,200","18,600","7.7"
"2017","Jul","Modesto MSA","Not Adj","Not Prelim","244,800","226,200","18,600","7.6"
"2017","Aug","Modesto MSA","Not Adj","Not Prelim","246,800","229,800","17,000","6.9"
"2017","Sep","Modesto MSA","Not Adj","Not Prelim","244,500","229,600","14,900","6.1"
"2017","Oct","Modesto MSA","Not Adj","Not Prelim","241,600","227,000","14,700","6.1"
"2017","Nov","Modesto MSA","Not Adj","Not Prelim","241,800","226,000","15,800","6.5"
"2017","Dec","Modesto MSA","Not Adj","Not Prelim","239,400","223,200","16,300","6.8"
"2016","Annual","Modesto MSA","Not Adj","Not Prelim","242,900","222,000","20,900","8.6"
"2016","Jan","Modesto MSA","Not Adj","Not Prelim","240,200","217,000","23,200","9.7"
"2016","Feb","Modesto MSA","Not Adj","Not Prelim","241,000","217,900","23,100","9.6"
"2016","Mar","Modesto MSA","Not Adj","Not Prelim","243,700","219,700","24,100","9.9"
"2016","Apr","Modesto MSA","Not Adj","Not Prelim","240,700","218,800","21,900","9.1"
"2016","May","Modesto MSA","Not Adj","Not Prelim","242,200","222,400","19,800","8.2"
"2016","Jun","Modesto MSA","Not Adj","Not Prelim","242,000","220,400","21,600","8.9"
"2016","Jul","Modesto MSA","Not Adj","Not Prelim","246,500","225,400","21,100","8.6"
"2016","Aug","Modesto MSA","Not Adj","Not Prelim","247,200","227,900","19,400","7.8"
"2016","Sep","Modesto MSA","Not Adj","Not Prelim","246,600","228,300","18,400","7.4"
"2016","Oct","Modesto MSA","Not Adj","Not Prelim","243,400","224,500","19,000","7.8"
"2016","Nov","Modesto MSA","Not Adj","Not Prelim","242,100","222,900","19,200","7.9"
"2016","Dec","Modesto MSA","Not Adj","Not Prelim","239,000","218,700","20,300","8.5"
"2015","Annual","Modesto MSA","Not Adj","Not Prelim","241,100","218,200","22,900","9.5"
"2015","Jan","Modesto MSA","Not Adj","Not Prelim","240,400","213,900","26,500","11.0"
"2015","Feb","Modesto MSA","Not Adj","Not Prelim","240,600","214,500","26,100","10.9"
"2015","Mar","Modesto MSA","Not Adj","Not Prelim","241,100","215,400","25,700","10.7"
"2015","Apr","Modesto MSA","Not Adj","Not Prelim","240,300","216,400","23,900","9.9"
"2015","May","Modesto MSA","Not Adj","Not Prelim","242,100","218,900","23,200","9.6"
"2015","Jun","Modesto MSA","Not Adj","Not Prelim","241,000","217,400","23,600","9.8"
"2015","Jul","Modesto MSA","Not Adj","Not Prelim","242,300","219,200","23,100","9.5"
"2015","Aug","Modesto MSA","Not Adj","Not Prelim","244,700","224,000","20,700","8.5"
"2015","Sep","Modesto MSA","Not Adj","Not Prelim","241,500","222,400","19,200","7.9"
"2015","Oct","Modesto MSA","Not Adj","Not Prelim","240,300","220,200","20,100","8.4"
"2015","Nov","Modesto MSA","Not Adj","Not Prelim","240,100","219,000","21,200","8.8"
"2015","Dec","Modesto MSA","Not Adj","Not Prelim","239,000","217,700","21,300","8.9"
"2014","Annual","Modesto MSA","Not Adj","Not Prelim","240,600","213,700","26,900","11.2"
"2014","Jan","Modesto MSA","Not Adj","Not Prelim","238,700","207,900","30,800","12.9"
"2014","Feb","Modesto MSA","Not Adj","Not Prelim","239,800","208,800","31,000","12.9"
"2014","Mar","Modesto MSA","Not Adj","Not Prelim","241,300","210,000","31,300","13.0"
"2014","Apr","Modesto MSA","Not Adj","Not Prelim","239,100","211,300","27,900","11.7"
"2014","May","Modesto MSA","Not Adj","Not Prelim","240,500","213,700","26,800","11.2"
"2014","Jun","Modesto MSA","Not Adj","Not Prelim","241,300","214,300","27,000","11.2"
"2014","Jul","Modesto MSA","Not Adj","Not Prelim","244,100","216,900","27,200","11.1"
"2014","Aug","Modesto MSA","Not Adj","Not Prelim","243,800","218,800","25,000","10.2"
"2014","Sep","Modesto MSA","Not Adj","Not Prelim","241,600","218,500","23,100","9.6"
"2014","Oct","Modesto MSA","Not Adj","Not Prelim","240,000","216,600","23,300","9.7"
"2014","Nov","Modesto MSA","Not Adj","Not Prelim","239,700","215,100","24,700","10.3"
"2014","Dec","Modesto MSA","Not Adj","Not Prelim","237,200","212,800","24,400","10.3"
"2013","Annual","Modesto MSA","Not Adj","Not Prelim","241,000","209,800","31,200","12.9"
"2013","Jan","Modesto MSA","Not Adj","Not Prelim","241,800","205,400","36,500","15.1"
"2013","Feb","Modesto MSA","Not Adj","Not Prelim","240,800","205,800","35,000","14.6"
"2013","Mar","Modesto MSA","Not Adj","Not Prelim","241,900","207,700","34,200","14.1"
"2013","Apr","Modesto MSA","Not Adj","Not Prelim","240,100","207,900","32,200","13.4"
"2013","May","Modesto MSA","Not Adj","Not Prelim","241,600","211,200","30,500","12.6"
"2013","Jun","Modesto MSA","Not Adj","Not Prelim","241,500","209,300","32,300","13.4"
"2013","Jul","Modesto MSA","Not Adj","Not Prelim","243,700","212,300","31,300","12.9"
"2013","Aug","Modesto MSA","Not Adj","Not Prelim","244,300","215,100","29,100","11.9"
"2013","Sep","Modesto MSA","Not Adj","Not Prelim","243,100","215,700","27,400","11.3"
"2013","Oct","Modesto MSA","Not Adj","Not Prelim","239,000","210,700","28,200","11.8"
"2013","Nov","Modesto MSA","Not Adj","Not Prelim","237,300","208,500","28,800","12.1"
"2013","Dec","Modesto MSA","Not Adj","Not Prelim","236,600","207,800","28,800","12.2"
"2012","Annual","Modesto MSA","Not Adj","Not Prelim","242,000","205,900","36,000","14.9"
"2012","Jan","Modesto MSA","Not Adj","Not Prelim","241,900","202,100","39,900","16.5"
"2012","Feb","Modesto MSA","Not Adj","Not Prelim","242,100","201,800","40,300","16.7"
"2012","Mar","Modesto MSA","Not Adj","Not Prelim","241,900","202,300","39,600","16.4"
"2012","Apr","Modesto MSA","Not Adj","Not Prelim","239,300","201,800","37,500","15.7"
"2012","May","Modesto MSA","Not Adj","Not Prelim","240,500","204,600","35,900","14.9"
"2012","Jun","Modesto MSA","Not Adj","Not Prelim","243,600","206,400","37,200","15.3"
"2012","Jul","Modesto MSA","Not Adj","Not Prelim","243,900","206,500","37,400","15.4"
"2012","Aug","Modesto MSA","Not Adj","Not Prelim","246,100","211,900","34,200","13.9"
"2012","Sep","Modesto MSA","Not Adj","Not Prelim","244,300","213,100","31,200","12.8"
"2012","Oct","Modesto MSA","Not Adj","Not Prelim","242,100","209,900","32,200","13.3"
"2012","Nov","Modesto MSA","Not Adj","Not Prelim","238,900","206,200","32,700","13.7"
"2012","Dec","Modesto MSA","Not Adj","Not Prelim","239,100","204,800","34,200","14.3"
"2011","Annual","Modesto MSA","Not Adj","Not Prelim","242,300","202,400","40,000","16.5"
"2011","Jan","Modesto MSA","Not Adj","Not Prelim","241,100","197,600","43,600","18.1"
"2011","Feb","Modesto MSA","Not Adj","Not Prelim","241,900","198,500","43,400","17.9"
"2011","Mar","Modesto MSA","Not Adj","Not Prelim","241,600","198,500","43,200","17.9"
"2011","Apr","Modesto MSA","Not Adj","Not Prelim","239,300","198,400","40,900","17.1"
"2011","May","Modesto MSA","Not Adj","Not Prelim","239,100","199,900","39,200","16.4"
"2011","Jun","Modesto MSA","Not Adj","Not Prelim","241,700","200,800","40,900","16.9"
"2011","Jul","Modesto MSA","Not Adj","Not Prelim","242,800","202,000","40,800","16.8"
"2011","Aug","Modesto MSA","Not Adj","Not Prelim","247,600","209,100","38,500","15.6"
"2011","Sep","Modesto MSA","Not Adj","Not Prelim","247,200","210,600","36,700","14.8"
"2011","Oct","Modesto MSA","Not Adj","Not Prelim","243,800","207,200","36,600","15.0"
"2011","Nov","Modesto MSA","Not Adj","Not Prelim","240,000","202,900","37,100","15.5"
"2011","Dec","Modesto MSA","Not Adj","Not Prelim","241,600","202,900","38,700","16.0"
"2010","Annual","Modesto MSA","Not Adj","Not Prelim","243,300","202,200","41,100","16.9"
"2010","Jan","Modesto MSA","Not Adj","Not Prelim","239,200","196,500","42,700","17.9"
"2010","Feb","Modesto MSA","Not Adj","Not Prelim","240,900","196,700","44,200","18.3"
"2010","Mar","Modesto MSA","Not Adj","Not Prelim","241,500","197,500","44,000","18.2"
"2010","Apr","Modesto MSA","Not Adj","Not Prelim","242,900","201,000","42,000","17.3"
"2010","May","Modesto MSA","Not Adj","Not Prelim","243,000","202,800","40,300","16.6"
"2010","Jun","Modesto MSA","Not Adj","Not Prelim","244,700","203,800","40,800","16.7"
"2010","Jul","Modesto MSA","Not Adj","Not Prelim","244,900","203,400","41,500","16.9"
"2010","Aug","Modesto MSA","Not Adj","Not Prelim","248,700","209,400","39,300","15.8"
"2010","Sep","Modesto MSA","Not Adj","Not Prelim","248,000","210,400","37,600","15.2"
"2010","Oct","Modesto MSA","Not Adj","Not Prelim","241,700","203,400","38,300","15.8"
"2010","Nov","Modesto MSA","Not Adj","Not Prelim","242,600","201,600","41,000","16.9"
"2010","Dec","Modesto MSA","Not Adj","Not Prelim","241,200","199,800","41,400","17.2"
"2009","Annual","Modesto MSA","Not Adj","Not Prelim","234,500","198,100","36,400","15.5"
"2009","Jan","Modesto MSA","Not Adj","Not Prelim","233,300","197,900","35,400","15.2"
"2009","Feb","Modesto MSA","Not Adj","Not Prelim","233,600","196,400","37,200","15.9"
"2009","Mar","Modesto MSA","Not Adj","Not Prelim","233,100","195,200","38,000","16.3"
"2009","Apr","Modesto MSA","Not Adj","Not Prelim","231,600","195,900","35,700","15.4"
"2009","May","Modesto MSA","Not Adj","Not Prelim","232,900","198,000","34,800","15.0"
"2009","Jun","Modesto MSA","Not Adj","Not Prelim","237,500","201,000","36,500","15.4"
"2009","Jul","Modesto MSA","Not Adj","Not Prelim","236,800","200,300","36,500","15.4"
"2009","Aug","Modesto MSA","Not Adj","Not Prelim","239,700","204,800","34,800","14.5"
"2009","Sep","Modesto MSA","Not Adj","Not Prelim","236,200","202,100","34,100","14.4"
"2009","Oct","Modesto MSA","Not Adj","Not Prelim","234,000","197,800","36,200","15.5"
"2009","Nov","Modesto MSA","Not Adj","Not Prelim","232,900","194,800","38,100","16.4"
"2009","Dec","Modesto MSA","Not Adj","Not Prelim","232,000","193,000","38,900","16.8"
"2017","Annual","Napa MSA","Not Adj","Not Prelim","73,400","70,700","2,700","3.6"
"2017","Jan","Napa MSA","Not Adj","Not Prelim","71,300","67,800","3,500","4.9"
"2017","Feb","Napa MSA","Not Adj","Not Prelim","72,600","69,500","3,100","4.3"
"2017","Mar","Napa MSA","Not Adj","Not Prelim","73,300","70,400","2,900","3.9"
"2017","Apr","Napa MSA","Not Adj","Not Prelim","73,200","70,700","2,600","3.5"
"2017","May","Napa MSA","Not Adj","Not Prelim","74,100","71,700","2,400","3.2"
"2017","Jun","Napa MSA","Not Adj","Not Prelim","74,800","72,200","2,600","3.5"
"2017","Jul","Napa MSA","Not Adj","Not Prelim","75,500","72,700","2,700","3.6"
"2017","Aug","Napa MSA","Not Adj","Not Prelim","74,800","72,100","2,600","3.5"
"2017","Sep","Napa MSA","Not Adj","Not Prelim","75,800","73,500","2,300","3.0"
"2017","Oct","Napa MSA","Not Adj","Not Prelim","73,200","70,900","2,400","3.2"
"2017","Nov","Napa MSA","Not Adj","Not Prelim","71,700","69,300","2,500","3.4"
"2017","Dec","Napa MSA","Not Adj","Not Prelim","70,700","68,100","2,600","3.6"
"2016","Annual","Napa MSA","Not Adj","Not Prelim","73,000","69,900","3,100","4.3"
"2016","Jan","Napa MSA","Not Adj","Not Prelim","71,000","67,400","3,600","5.1"
"2016","Feb","Napa MSA","Not Adj","Not Prelim","72,500","69,100","3,400","4.7"
"2016","Mar","Napa MSA","Not Adj","Not Prelim","72,500","69,100","3,400","4.7"
"2016","Apr","Napa MSA","Not Adj","Not Prelim","73,100","70,200","3,000","4.1"
"2016","May","Napa MSA","Not Adj","Not Prelim","73,600","70,900","2,600","3.6"
"2016","Jun","Napa MSA","Not Adj","Not Prelim","73,900","70,900","3,100","4.1"
"2016","Jul","Napa MSA","Not Adj","Not Prelim","74,400","71,300","3,100","4.2"
"2016","Aug","Napa MSA","Not Adj","Not Prelim","74,000","71,000","3,100","4.1"
"2016","Sep","Napa MSA","Not Adj","Not Prelim","74,500","71,500","2,900","3.9"
"2016","Oct","Napa MSA","Not Adj","Not Prelim","74,100","71,200","2,900","3.9"
"2016","Nov","Napa MSA","Not Adj","Not Prelim","71,700","68,500","3,200","4.4"
"2016","Dec","Napa MSA","Not Adj","Not Prelim","70,600","67,300","3,300","4.7"
"2015","Annual","Napa MSA","Not Adj","Not Prelim","73,800","70,400","3,400","4.6"
"2015","Jan","Napa MSA","Not Adj","Not Prelim","72,200","68,000","4,200","5.8"
"2015","Feb","Napa MSA","Not Adj","Not Prelim","72,900","69,200","3,800","5.2"
"2015","Mar","Napa MSA","Not Adj","Not Prelim","73,100","69,500","3,600","4.9"
"2015","Apr","Napa MSA","Not Adj","Not Prelim","74,100","71,000","3,200","4.3"
"2015","May","Napa MSA","Not Adj","Not Prelim","75,100","71,900","3,200","4.2"
"2015","Jun","Napa MSA","Not Adj","Not Prelim","75,000","71,800","3,200","4.3"
"2015","Jul","Napa MSA","Not Adj","Not Prelim","74,800","71,400","3,400","4.5"
"2015","Aug","Napa MSA","Not Adj","Not Prelim","75,000","71,800","3,200","4.2"
"2015","Sep","Napa MSA","Not Adj","Not Prelim","75,400","72,500","2,900","3.8"
"2015","Oct","Napa MSA","Not Adj","Not Prelim","74,200","71,100","3,200","4.3"
"2015","Nov","Napa MSA","Not Adj","Not Prelim","72,400","68,800","3,600","4.9"
"2015","Dec","Napa MSA","Not Adj","Not Prelim","71,100","67,500","3,600","5.1"
"2014","Annual","Napa MSA","Not Adj","Not Prelim","73,400","69,300","4,200","5.7"
"2014","Jan","Napa MSA","Not Adj","Not Prelim","71,400","66,400","5,000","7.0"
"2014","Feb","Napa MSA","Not Adj","Not Prelim","72,300","67,500","4,800","6.7"
"2014","Mar","Napa MSA","Not Adj","Not Prelim","73,000","68,400","4,600","6.4"
"2014","Apr","Napa MSA","Not Adj","Not Prelim","73,300","69,300","3,900","5.3"
"2014","May","Napa MSA","Not Adj","Not Prelim","74,000","70,200","3,800","5.1"
"2014","Jun","Napa MSA","Not Adj","Not Prelim","74,500","70,600","4,000","5.3"
"2014","Jul","Napa MSA","Not Adj","Not Prelim","74,300","70,100","4,200","5.7"
"2014","Aug","Napa MSA","Not Adj","Not Prelim","74,100","70,100","4,000","5.4"
"2014","Sep","Napa MSA","Not Adj","Not Prelim","75,100","71,400","3,700","4.9"
"2014","Oct","Napa MSA","Not Adj","Not Prelim","75,900","72,200","3,700","4.9"
"2014","Nov","Napa MSA","Not Adj","Not Prelim","72,200","68,000","4,100","5.7"
"2014","Dec","Napa MSA","Not Adj","Not Prelim","70,900","66,800","4,000","5.7"
"2013","Annual","Napa MSA","Not Adj","Not Prelim","72,800","67,800","5,000","6.9"
"2013","Jan","Napa MSA","Not Adj","Not Prelim","70,400","64,100","6,300","8.9"
"2013","Feb","Napa MSA","Not Adj","Not Prelim","71,200","65,600","5,600","7.9"
"2013","Mar","Napa MSA","Not Adj","Not Prelim","71,200","65,800","5,400","7.5"
"2013","Apr","Napa MSA","Not Adj","Not Prelim","71,900","67,000","4,900","6.8"
"2013","May","Napa MSA","Not Adj","Not Prelim","74,000","69,400","4,600","6.3"
"2013","Jun","Napa MSA","Not Adj","Not Prelim","74,500","69,400","5,100","6.8"
"2013","Jul","Napa MSA","Not Adj","Not Prelim","74,100","69,100","5,100","6.9"
"2013","Aug","Napa MSA","Not Adj","Not Prelim","74,500","69,600","4,800","6.5"
"2013","Sep","Napa MSA","Not Adj","Not Prelim","75,400","70,800","4,500","6.0"
"2013","Oct","Napa MSA","Not Adj","Not Prelim","74,700","70,100","4,600","6.1"
"2013","Nov","Napa MSA","Not Adj","Not Prelim","71,600","66,700","4,800","6.7"
"2013","Dec","Napa MSA","Not Adj","Not Prelim","70,300","65,600","4,800","6.8"
"2012","Annual","Napa MSA","Not Adj","Not Prelim","71,800","65,800","6,100","8.4"
"2012","Jan","Napa MSA","Not Adj","Not Prelim","69,800","62,800","7,000","10.0"
"2012","Feb","Napa MSA","Not Adj","Not Prelim","70,500","63,700","6,800","9.6"
"2012","Mar","Napa MSA","Not Adj","Not Prelim","70,800","64,200","6,700","9.4"
"2012","Apr","Napa MSA","Not Adj","Not Prelim","69,900","63,800","6,200","8.8"
"2012","May","Napa MSA","Not Adj","Not Prelim","72,400","66,600","5,800","8.0"
"2012","Jun","Napa MSA","Not Adj","Not Prelim","73,100","67,000","6,100","8.3"
"2012","Jul","Napa MSA","Not Adj","Not Prelim","73,100","66,900","6,100","8.4"
"2012","Aug","Napa MSA","Not Adj","Not Prelim","73,100","67,300","5,900","8.0"
"2012","Sep","Napa MSA","Not Adj","Not Prelim","73,600","68,200","5,400","7.3"
"2012","Oct","Napa MSA","Not Adj","Not Prelim","74,400","69,000","5,400","7.2"
"2012","Nov","Napa MSA","Not Adj","Not Prelim","71,300","65,700","5,600","7.9"
"2012","Dec","Napa MSA","Not Adj","Not Prelim","69,700","63,800","5,900","8.5"
"2011","Annual","Napa MSA","Not Adj","Not Prelim","70,800","63,800","6,900","9.8"
"2011","Jan","Napa MSA","Not Adj","Not Prelim","68,300","60,500","7,800","11.4"
"2011","Feb","Napa MSA","Not Adj","Not Prelim","68,800","61,300","7,500","10.9"
"2011","Mar","Napa MSA","Not Adj","Not Prelim","68,800","61,500","7,400","10.7"
"2011","Apr","Napa MSA","Not Adj","Not Prelim","69,600","62,600","7,000","10.0"
"2011","May","Napa MSA","Not Adj","Not Prelim","71,500","65,100","6,500","9.0"
"2011","Jun","Napa MSA","Not Adj","Not Prelim","71,800","64,900","6,900","9.6"
"2011","Jul","Napa MSA","Not Adj","Not Prelim","71,700","64,800","7,000","9.7"
"2011","Aug","Napa MSA","Not Adj","Not Prelim","71,800","65,100","6,700","9.4"
"2011","Sep","Napa MSA","Not Adj","Not Prelim","72,600","66,000","6,600","9.0"
"2011","Oct","Napa MSA","Not Adj","Not Prelim","73,800","67,500","6,300","8.6"
"2011","Nov","Napa MSA","Not Adj","Not Prelim","71,100","64,500","6,600","9.2"
"2011","Dec","Napa MSA","Not Adj","Not Prelim","69,200","62,400","6,800","9.8"
"2010","Annual","Napa MSA","Not Adj","Not Prelim","70,200","63,000","7,200","10.3"
"2010","Jan","Napa MSA","Not Adj","Not Prelim","68,700","60,900","7,900","11.4"
"2010","Feb","Napa MSA","Not Adj","Not Prelim","69,000","61,300","7,600","11.1"
"2010","Mar","Napa MSA","Not Adj","Not Prelim","69,200","61,400","7,800","11.2"
"2010","Apr","Napa MSA","Not Adj","Not Prelim","69,800","62,500","7,300","10.4"
"2010","May","Napa MSA","Not Adj","Not Prelim","70,500","63,800","6,700","9.4"
"2010","Jun","Napa MSA","Not Adj","Not Prelim","70,800","63,800","6,900","9.8"
